index,NCT,Sponsor,Start_Year,Start_Month,Phase,Enrollment,Status,Condition
314,NCT00315705,Sanofi,2006,3,Phase 1/Phase 2,50,Completed,Leukemia
315,NCT00316329,Sanofi,2006,3,Phase 3,1032,Completed,Malaria
316,NCT00317395,Sanofi,2006,6,Phase 2,3241,Completed,Coronary Disease
317,NCT00317642,Sanofi,2006,8,Phase 3,326,Completed,Leukemia
318,NCT00318448,Sanofi,2006,4,Phase 3,201,Completed,Attention Deficit Disorder with Hyperactivity
319,NCT00319553,Sanofi,2006,5,Phase 4,647,Completed,Tetanus
320,NCT00319592,Sanofi,2005,5,Phase 2,60,Completed,"Encephalitis, Japanese"
321,NCT00319709,Sanofi,2006,4,Phase 3,288,Completed,Depressive Disorder
322,NCT00319852,Sanofi,2006,4,Phase 3,442,Completed,Diphtheria
323,NCT00322075,Sanofi,2006,4,Phase 4,35,Completed,Diabetes Mellitus
324,NCT00322387,Sanofi,2004,4,Phase 2,40,Completed,"Lymphoma, Non-Hodgkin"
325,NCT00322491,Sanofi,2004,3,Phase 2,49,Completed,"Lymphoma, Non-Hodgkin"
326,NCT00322842,Sanofi,2004,9,Phase 2,35,Completed,"Lymphoma, Non-Hodgkin"
327,NCT00324376,Sanofi,2003,3,Phase 2,24,Completed,Kidney Diseases
328,NCT00324571,Sanofi,2001,3,Phase 4,2000,Completed,Kidney Diseases
329,NCT00325390,Sanofi,2004,7,Phase 3,800,Completed,Acute Coronary Syndrome
330,NCT00325546,Sanofi,2006,4,Phase 3,643,Completed,Obesity
331,NCT00325650,Sanofi,2006,5,Phase 3,2420,Terminated,Prediabetic State
332,NCT00325806,Sanofi,2000,5,Phase 4,1008,Completed,Hypertension
333,NCT00327171,Sanofi,2006,5,Phase 2,218,Completed,Ovarian Neoplasms
334,NCT00327444,Sanofi,2006,7,Phase 2/Phase 3,58,Completed,Ovarian Neoplasms
335,NCT00327743,Sanofi,2006,8,Phase 1/Phase 2,34,Completed,Breast Neoplasms
336,NCT00328198,Sanofi,2006,5,Phase 2,86,Completed,"Leukemia, Lymphocytic, Chronic, B-Cell"
337,NCT00329537,Sanofi,2006,6,Phase 2,11,Terminated,Crohn Disease
338,NCT00331838,Sanofi,2006,5,Phase 2,705,Completed,Venous Thromboembolism
339,NCT00331981,Sanofi,2004,2,Phase 4,138,Completed,Schizophrenia
340,NCT00331994,Sanofi,2006,4,Phase 4,250,Completed,Irritable Bowel Syndrome
341,NCT00332891,Sanofi,2006,3,Phase 3,508,Completed,Anxiety Disorders
342,NCT00335452,Sanofi,2006,6,Phase 3,25086,Completed,"Angina, Unstable"
343,NCT00335465,Sanofi,2005,9,Phase 4,15,Completed,"Diabetes Mellitus, Type 2"
344,NCT00336713,Sanofi,2006,5,Phase 3,430,Completed,Depressive Disorder
345,NCT00336921,Sanofi,2006,2,Phase 2,156,Completed,Urinary Retention
346,NCT00338897,Sanofi,2006,5,Phase 2/Phase 3,1090,Completed,Venous Thromboembolism
347,NCT00343239,Sanofi,2006,6,Phase 2,59,Completed,Stomach Neoplasms
348,NCT00343421,Sanofi,2006,7,Phase 3,588,Completed,Diphtheria
349,NCT00343681,Sanofi,2006,7,Phase 2,120,Completed,Orthomyxoviridae Infections
350,NCT00343889,Sanofi,2006,8,Phase 3,379,Completed,Diphtheria
351,NCT00344942,Sanofi,2006,4,Phase 3,77,Terminated,Rhinitis
352,NCT00345098,Sanofi,2006,5,Phase 3,704,Completed,Depressive Disorder
353,NCT00345410,Sanofi,2006,6,Phase 2,345,Completed,Dyslipidemias
354,NCT00345618,Sanofi,2006,6,Phase 3,3202,Completed,Embolism
355,NCT00345644,Sanofi,2006,3,Phase 3,156,Completed,Osteoporosis
356,NCT00347061,Sanofi,2006,5,Phase 3,148,Completed,Prostatic Hyperplasia
357,NCT00347100,Sanofi,2006,6,Phase 4,387,Completed,"Diabetes Mellitus, Type 2"
358,NCT00347958,Sanofi,2006,8,Phase 4,545,Completed,Tetanus
359,NCT00348387,Sanofi,2006,6,Phase 3,600,Completed,Poliomyelitis
360,NCT00348881,Sanofi,2006,6,Phase 3,2133,Completed,Tetanus
361,NCT00348972,Sanofi,2002,2,Phase 1,20,Completed,Hyperglycemia
362,NCT00349986,Sanofi,2006,9,Phase 4,4,Terminated,"Diabetes Mellitus, Type 2"
363,NCT00350038,Sanofi,2005,2,Phase 4,60,Completed,Dyslipidemias
364,NCT00351091,Sanofi,2002,11,Phase 2,150,Completed,"Osteoporosis, Postmenopausal"
365,NCT00353080,Sanofi,2002,12,Phase 3,171,Completed,"Osteoporosis, Postmenopausal"
366,NCT00353691,Sanofi,2002,10,Phase 3,100,Completed,Diabetes Mellitus
367,NCT00354939,Sanofi,2003,10,Phase 4,480,Completed,"Diabetes Mellitus, Type 2"
368,NCT00355121,Sanofi,2006,10,Phase 2,882,Completed,Tetanus
369,NCT00355654,Sanofi,2006,9,Phase 3,847,Completed,Poliomyelitis
370,NCT00356122,Sanofi,2006,7,Phase 2,53,Completed,Lung Neoplasms
371,NCT00356460,Sanofi,2006,9,Phase 1,29,Completed,"Carcinoma, Renal Cell"
372,NCT00357149,Sanofi,2003,1,Phase 2,101,Completed,Head and Neck Neoplasms
373,NCT00358124,Sanofi,2001,1,Phase 4,220,Completed,"Diabetes Mellitus, Type 2"
374,NCT00358150,Sanofi,2006,6,Phase 2,26,Completed,Gaucher Disease
375,NCT00358176,Sanofi,2004,7,Phase 3,1231,Completed,"Osteoporosis, Postmenopausal"
376,NCT00358631,Sanofi,2006,7,Phase 2,319,Completed,Depressive Disorder
377,NCT00358878,Sanofi,2006,7,Phase 3,463,Completed,Ascites
378,NCT00358956,Sanofi,2006,8,Phase 2,19,Completed,Thyroid Diseases
379,NCT00359229,Sanofi,2006,7,Phase 4,115,Completed,Sleep Initiation and Maintenance Disorders
380,NCT00359437,Sanofi,2006,7,Phase 3,501,Terminated,Ascites
381,NCT00360386,Sanofi,2004,3,Phase 2,110,Completed,Ischemia
382,NCT00360698,Sanofi,2006,7,Phase 4,106,Completed,"Diabetes Mellitus, Type 2"
383,NCT00360932,Sanofi,2005,10,Phase 4,290,Completed,Lipodystrophy
384,NCT00361101,Sanofi,2005,10,Phase 1,10,Completed,HIV Infections
385,NCT00361491,Sanofi,2006,8,Phase 2,324,Completed,Depressive Disorder
386,NCT00361738,Sanofi,2006,7,Phase 2,317,Completed,Diabetes Mellitus
387,NCT00362037,Sanofi,2006,3,Phase 4,281,Completed,Hypertrophy
388,NCT00362336,Sanofi,2006,8,Phase 3,622,Completed,Hepatitis B
389,NCT00362427,Sanofi,2006,8,Phase 2,460,Completed,Hepatitis B
390,NCT00364351,Sanofi,2006,8,Phase 3,1574,Completed,Lung Neoplasms
391,NCT00364611,Sanofi,2006,8,Phase 2,73,Completed,Breast Neoplasms
392,NCT00364858,Sanofi,2001,12,Phase 4,95,Completed,Gaucher Disease
393,NCT00365131,Sanofi,1997,12,Phase 4,40,Completed,Gaucher Disease
394,NCT00365365,Sanofi,2006,8,Phase 2,214,Completed,Breast Neoplasms
395,NCT00366795,Sanofi,2006,8,Phase 3,241,Terminated,Ascites
396,NCT00368394,Sanofi,2004,1,Phase 1,18,Completed,"Diabetes Mellitus, Type 1"
397,NCT00368797,Sanofi,2002,3,Phase 2,125,Completed,Peripheral Arterial Disease
398,NCT00373529,Sanofi,2006,10,Phase 2,116,Completed,"Leukemia, Myeloid"
399,NCT00374166,Sanofi,2006,8,Phase 2,325,Completed,Anxiety Disorders
400,NCT00377000,Sanofi,2005,11,Phase 4,60,Completed,Acne Vulgaris
401,NCT00377273,Sanofi,2003,11,Phase 4,250,Completed,"Keratosis, Actinic"
402,NCT00377624,Sanofi,2002,1,Phase 3,602,Completed,Osteoarthritis
403,NCT00378573,Sanofi,2007,1,Phase 2,17,Terminated,Lung Neoplasms
404,NCT00380302,Sanofi,2006,9,Phase 1/Phase 2,162,Completed,Alzheimer Disease
405,NCT00382304,Sanofi,2006,9,Phase 2,24,Completed,Colitis
406,NCT00382720,Sanofi,2006,9,Phase 2,275,Completed,Stomach Neoplasms
407,NCT00383526,Sanofi,2006,9,Phase 3,3707,Completed,Orthomyxoviridae Infections
408,NCT00383539,Sanofi,2006,9,Phase 3,2256,Completed,Orthomyxoviridae Infections
409,NCT00384085,Sanofi,2006,5,Phase 4,588,Completed,"Diabetes Mellitus, Type 2"
410,NCT00384215,Sanofi,2001,12,Phase 4,352,Completed,"Diabetes Mellitus, Type 2"
411,NCT00384397,Sanofi,2006,9,Phase 3,1128,Completed,Measles
412,NCT00385307,Sanofi,2006,9,Phase 3,680,Completed,Depressive Disorder
413,NCT00385411,Sanofi,2006,3,Phase 4,81,Completed,Epilepsy
414,NCT00386061,Sanofi,2001,10,Phase 3,1507,Completed,Obesity
415,NCT00386191,Sanofi,2006,9,Phase 4,1110,Completed,Cerebral Infarction
416,NCT00386685,Sanofi,2006,7,Phase 2,51,Completed,Breast Neoplasms
417,NCT00387907,Sanofi,2006,10,Phase 2,6,Completed,Breast Neoplasms
418,NCT00388583,Sanofi,2006,9,Phase 2,817,Completed,Orthomyxoviridae Infections
419,NCT00389103,Sanofi,2006,10,Phase 1,0,Withdrawn,Smallpox
420,NCT00389532,Sanofi,2006,10,Phase 4,116,Completed,"Influenza, Human"
421,NCT00389857,Sanofi,2006,10,Phase 4,31,Completed,"Influenza, Human"
422,NCT00390533,Sanofi,2006,9,Phase 3,428,Completed,Anxiety Disorders
423,NCT00390650,Sanofi,2006,10,Phase 3,366,Completed,Anxiety Disorders
424,NCT00390728,Sanofi,2002,4,Phase 4,2346,Completed,"Diabetes Mellitus, Type 1"
425,NCT00390884,Sanofi,2006,10,Phase 4,173,Completed,"Influenza, Human"
426,NCT00391053,Sanofi,2006,10,Phase 3,3851,Completed,Orthomyxoviridae Infections
427,NCT00391391,Sanofi,2006,10,Phase 2,520,Completed,Orthomyxoviridae Infections
428,NCT00393744,Sanofi,2006,10,Phase 3,395,Completed,Tonsillitis
429,NCT00395967,Sanofi,2005,4,Phase 2,5,Terminated,Multiple Myeloma
430,NCT00396201,Sanofi,2004,11,Phase 2,22,Completed,Hodgkin Disease
431,NCT00396266,Sanofi,2005,1,Phase 2,22,Completed,Multiple Myeloma
432,NCT00396383,Sanofi,2004,11,Phase 2,9,Terminated,Multiple Myeloma
433,NCT00396591,Sanofi,2006,10,Phase 2,16,Completed,Ovarian Neoplasms
434,NCT00396877,Sanofi,2006,11,Phase 3,906,Completed,"Heart Defects, Congenital"
435,NCT00397098,Sanofi,2006,11,Phase 3,257,Terminated,Anxiety Disorders
436,NCT00397553,Sanofi,2005,1,Phase 3,104,Completed,"Diabetes Mellitus, Type 1"
437,NCT00399464,Sanofi,2006,11,Phase 3,1177,Completed,Prostatic Hyperplasia
438,NCT00399724,Sanofi,2002,3,Phase 4,7376,Completed,"Diabetes Mellitus, Type 2"
439,NCT00399750,Sanofi,2002,11,Phase 2,373,Completed,Colorectal Neoplasms
440,NCT00401323,Sanofi,1998,1,Phase 2/Phase 3,568,Completed,Head and Neck Neoplasms
441,NCT00401531,Sanofi,2006,10,Phase 3,412,Completed,Hepatitis B
442,NCT00401661,Sanofi,2006,6,Phase 4,110,Completed,Prostatic Hyperplasia
443,NCT00402441,Sanofi,2002,9,Phase 4,260,Completed,"Osteoporosis, Postmenopausal"
444,NCT00403624,Sanofi,2001,7,Phase 1/Phase 2,38,Completed,Rectal Neoplasms
445,NCT00404651,Sanofi,2006,11,Phase 3,1189,Completed,Tetanus
446,NCT00404924,Sanofi,2006,11,Phase 3,1140,Completed,"Carcinoma, Non-Small-Cell Lung"
447,NCT00405418,Sanofi,2006,11,Phase 4,973,Completed,"Diabetes Mellitus, Type 2"
448,NCT00408135,Sanofi,2004,8,Phase 3,111,Completed,Infection
449,NCT00408148,Sanofi,2006,10,Phase 3,64,Terminated,Obesity
450,NCT00409357,Sanofi,2004,11,Phase 2,473,Completed,Prostatic Hyperplasia
451,NCT00410566,Sanofi,2006,12,Phase 1,11,Terminated,"Niemann-Pick Disease, Type A"
452,NCT00410761,Sanofi,2006,11,Phase 3,437,"Active, not recruiting",Thyroid Diseases
453,NCT00411229,Sanofi,2006,6,Phase 3,1035,Completed,Stomach Neoplasms
454,NCT00412698,Sanofi,2006,12,Phase 3,645,Terminated,Dyslipidemias
455,NCT00415129,Sanofi,2006,6,Phase 2,600,Completed,Orthomyxoviridae Infections
456,NCT00415142,Sanofi,2006,12,Phase 3,393,Completed,Depressive Disorder
457,NCT00417079,Sanofi,2007,1,Phase 3,755,Completed,Neoplasms
458,NCT00417118,Sanofi,2006,12,Phase 3,365,Completed,Anxiety Disorders
459,NCT00417209,Sanofi,2006,12,Phase 3,408,Completed,Pancreatic Neoplasms
460,NCT00418600,Sanofi,2006,11,Phase 4,36,Completed,"Hyperparathyroidism, Secondary"
461,NCT00418821,Sanofi,2010,10,Phase 4,10,Recruiting,Mucopolysaccharidosis I
462,NCT00418886,Sanofi,2007,1,Phase 3,698,"Active, not recruiting",Lung Neoplasms
463,NCT00421824,Sanofi,2006,5,Phase 2,108,Completed,Rectal Neoplasms
464,NCT00422292,Sanofi,2006,12,Phase 3,1664,Completed,Measles
465,NCT00424853,Sanofi,2005,5,Phase 2,88,Completed,"Carcinoma, Non-Small-Cell Lung"
466,NCT00424905,Sanofi,2006,12,Phase 4,60,Completed,Gastrointestinal Diseases
467,NCT00425191,Sanofi,2002,7,Phase 2,165,Completed,Lung Neoplasms
468,NCT00425243,Sanofi,2004,8,Phase 3,1025,Completed,Sleep Initiation and Maintenance Disorders
469,NCT00429260,Sanofi,2007,1,Phase 3,125,Completed,Depressive Disorder
470,NCT00431522,Sanofi,2004,12,Phase 4,58,Completed,Bipolar Disorder
471,NCT00432315,Sanofi,2001,5,Phase 2,80,Completed,"Carcinoma, Squamous Cell"
472,NCT00432614,Sanofi,2007,1,Phase 3,510,Completed,Depressive Disorder
473,NCT00434096,Sanofi,2007,2,Phase 3,915,Terminated,Dyslipidemias
474,NCT00436293,Sanofi,2002,12,Phase 2,61,Completed,Nasopharyngeal Neoplasms
475,NCT00436371,Sanofi,2005,5,Phase 4,50,Completed,Schizophrenia
476,NCT00436800,Sanofi,2005,3,Phase 2,41,Completed,Nasopharyngeal Neoplasms
477,NCT00436839,Sanofi,2007,1,Phase 3,228,Completed,Prostatic Neoplasms
478,NCT00437463,Sanofi,2004,7,Phase 3,60,Completed,Glomerulonephritis
479,NCT00439634,Sanofi,2007,2,Phase 2,873,Terminated,Schizophrenia
480,NCT00440154,Sanofi,2007,2,Phase 2,206,Completed,Hypercholesterolemia
481,NCT00440648,Sanofi,2005,3,Phase 2,80,Completed,Kidney Diseases
482,NCT00441259,Sanofi,2007,1,Phase 2,96,Completed,"Encephalitis, Japanese"
483,NCT00442169,Sanofi,2005,12,Phase 2,208,Completed,West Nile Fever
484,NCT00443287,Sanofi,2007,2,Phase 2,553,Completed,Intermittent Claudication
485,NCT00443612,Sanofi,2006,9,Phase 4,60,Completed,Hypertension
486,NCT00444912,Sanofi,2006,2,Phase 2,30,Completed,Hodgkin Disease
487,NCT00444951,Sanofi,2007,2,Phase 3,450,Completed,Meningococcal Infections
488,NCT00445302,Sanofi,2006,1,Phase 1,23,Completed,Renal Insufficiency
489,NCT00445796,Sanofi,2005,6,Phase 4,300,Completed,Malaria
490,NCT00446030,Sanofi,2007,3,Phase 2,127,Completed,Breast Neoplasms
491,NCT00447161,Sanofi,2006,7,Phase 4,323,Completed,"Diarrhea, Infantile"
492,NCT00447525,Sanofi,2007,2,Phase 3,760,Completed,Tetanus
493,NCT00449072,Sanofi,2007,3,Phase 4,299,Completed,"Rhinitis, Allergic, Perennial"
494,NCT00449605,Sanofi,2007,3,Phase 3,508,Terminated,"Diabetes Mellitus, Type 2"
495,NCT00450138,Sanofi,2006,12,Phase 1,48,Completed,Head and Neck Neoplasms
496,NCT00451971,Sanofi,2002,3,Phase 4,249,Completed,"Arthritis, Rheumatoid"
497,NCT00452491,Sanofi,1993,5,Phase 3,306,Completed,Fetal Growth Retardation
498,NCT00452725,Sanofi,1997,10,Phase 3,36,Completed,Noonan Syndrome
499,NCT00452907,Sanofi,2005,7,Phase 4,780,Completed,Malaria
500,NCT00453492,Sanofi,2004,1,Phase 4,246,Completed,"Osteoporosis, Postmenopausal"
501,NCT00453570,Sanofi,2007,3,Phase 3,792,Completed,Tetanus
502,NCT00453908,Sanofi,2004,5,Phase 3,160,Terminated,Urinary Retention
503,NCT00454116,Sanofi,2007,3,Phase 2,106,Completed,Colorectal Neoplasms
504,NCT00454220,Sanofi,2007,7,Phase 2,96,Completed,Goiter
505,NCT00454272,Sanofi,2005,1,Phase 4,197,Completed,Febrile Neutropenia
506,NCT00454350,Sanofi,2007,2,Phase 4,12,Completed,"Hyperparathyroidism, Secondary"
507,NCT00454402,Sanofi,2006,8,Phase 3,220,Terminated,Prostatic Hyperplasia
508,NCT00455195,Sanofi,2007,3,Phase 4,81,Completed,Glycogen Storage Disease Type II
509,NCT00457249,Sanofi,2007,3,Phase 4,1564,Completed,Tetanus
510,NCT00457353,Sanofi,2007,3,Phase 3,264,Completed,Gastroenteritis
511,NCT00457509,Sanofi,2007,1,Phase 1,251,Completed,Orthomyxoviridae Infections
512,NCT00458081,Sanofi,2007,3,Phase 3,174,Terminated,Obesity
513,NCT00460733,Sanofi,2007,3,Phase 4,141,Completed,Colles' Fracture
514,NCT00461344,Sanofi,2004,7,Phase 2,20,Terminated,"Carcinoma, Ductal"
515,NCT00463021,Sanofi,2007,4,Phase 4,36,Completed,"Hyperparathyroidism, Secondary"
516,NCT00464061,Sanofi,2007,4,Phase 3,1847,Terminated,Sleep Initiation and Maintenance Disorders
517,NCT00464243,Sanofi,2007,4,Phase 3,604,Completed,Sleep Initiation and Maintenance Disorders
518,NCT00464321,Sanofi,2007,5,Phase 1,16,Completed,"Glomerulosclerosis, Focal Segmental"
519,NCT00464633,Sanofi,2007,3,Phase 2,165,Completed,"Leukemia, Lymphocytic, Chronic, B-Cell"
520,NCT00466245,Sanofi,2005,7,Phase 2,590,Completed,Smallpox
521,NCT00466635,Sanofi,2007,4,Phase 3,65,Terminated,"Enterocolitis, Pseudomembranous"
522,NCT00467376,Sanofi,2007,1,Phase 3,485,Completed,Diabetes Mellitus
523,NCT00467519,Sanofi,2007,4,Phase 3,1045,Completed,Tetanus
524,NCT00471965,Sanofi,2007,3,Phase 3,371,Completed,"Carcinoma, Hepatocellular"
525,NCT00475865,Sanofi,2007,4,Phase 2,123,Completed,Multiple Sclerosis
526,NCT00476385,Sanofi,2003,6,Phase 3,12,Completed,"Dwarfism, Pituitary"
527,NCT00477373,Sanofi,2006,12,Phase 4,70,Completed,Bipolar Disorder
528,NCT00478595,Sanofi,2007,4,Phase 3,458,Terminated,"Diabetes Mellitus, Type 2"
529,NCT00478972,Sanofi,2007,4,Phase 3,321,Terminated,"Diabetes Mellitus, Type 2"
530,NCT00481975,Sanofi,2004,8,Phase 3,289,Completed,Feeding and Eating Disorders
531,NCT00483379,Sanofi,2007,5,Phase 4,13,Completed,Glycogen Storage Disease Type II
532,NCT00483470,Sanofi,2007,6,Phase 3,720,Completed,Hepatitis A
533,NCT00483574,Sanofi,2007,5,Phase 3,1378,Completed,Rubella
534,NCT00485979,Sanofi,2007,6,Phase 2,330,Completed,Breast Neoplasms
535,NCT00486135,Sanofi,2007,6,Phase 1,118,Completed,Lymphoma
536,NCT00486785,Sanofi,2006,4,Phase 4,431,Completed,Prostatic Hyperplasia
537,NCT00486889,Sanofi,2008,8,Phase 4,30,"Active, not recruiting",Glycogen Storage Disease Type II
538,NCT00488527,Sanofi,2007,4,Phase 4,371,Completed,"Diabetes Mellitus, Type 2"
539,NCT00489190,Sanofi,2005,8,Phase 4,45,Completed,"Diabetes Mellitus, Type 1"
540,NCT00489489,Sanofi,2007,5,Phase 2,118,Completed,Multiple Sclerosis
541,NCT00489736,Sanofi,2007,6,Phase 3,504,Completed,Atrial Fibrillation
542,NCT00491257,Sanofi,2007,6,Phase 2,130,Completed,Orthomyxoviridae Infections
543,NCT00491985,Sanofi,2007,6,Phase 2,240,Completed,Orthomyxoviridae Infections
544,NCT00494338,Sanofi,2004,11,Phase 2,6,Terminated,Prostatic Neoplasms
545,NCT00494481,Sanofi,2006,1,Phase 2,64,Completed,Breast Neoplasms
546,NCT00495339,Sanofi,2007,6,Phase 4,100,Completed,"Tuberculosis, Pulmonary"
547,NCT00495885,Sanofi,2007,6,Phase 3,848,Completed,Sleep Initiation and Maintenance Disorders
548,NCT00496275,Sanofi,2006,8,Phase 1,17,Completed,Lung Neoplasms
549,NCT00496509,Sanofi,2006,8,Phase 1,24,Completed,Colorectal Neoplasms
550,NCT00498797,Sanofi,2005,12,Phase 2,86,Completed,Prostatic Neoplasms
551,NCT00499850,Sanofi,2005,8,Phase 1,18,Completed,Colorectal Neoplasms
552,NCT00500292,Sanofi,2007,3,Phase 2,109,Completed,Colorectal Neoplasms
553,NCT00500604,Sanofi,2007,7,Phase 4,1617,Completed,Hypertension
554,NCT00501384,Sanofi,2004,4,Phase 2,151,Completed,Ascites
555,NCT00501566,Sanofi,2004,4,Phase 2,148,Completed,Ascites
556,NCT00501722,Sanofi,2004,4,Phase 2,110,Completed,Ascites
557,NCT00502515,Sanofi,2007,7,Phase 2,309,Completed,Diabetic Neuropathies
558,NCT00503711,Sanofi,2006,9,Phase 1,36,Completed,Neoplasms
559,NCT00506051,Sanofi,2005,7,Phase 1,21,Completed,Lung Neoplasms
560,NCT00507091,Sanofi,2005,8,Phase 1,24,Completed,Adenocarcinoma
561,NCT00507845,Sanofi,2007,6,Phase 4,271,Completed,Hypertension
562,NCT00508001,Sanofi,2007,7,Phase 2,67,Completed,"Carcinoma, Hepatocellular"
563,NCT00514709,Sanofi,2007,9,Phase 3,1843,Completed,Hepatitis B
564,NCT00514917,Sanofi,2007,7,Phase 3,413,Terminated,Prostatic Neoplasms
565,NCT00518427,Sanofi,2005,10,Phase 4,26,Completed,"Diabetes Mellitus, Type 2"
566,NCT00519285,Sanofi,2007,8,Phase 3,1224,Completed,Prostatic Neoplasms
567,NCT00521521,Sanofi,2001,7,Phase 2,86,Completed,Head and Neck Neoplasms
568,NCT00524940,Sanofi,2007,8,Phase 2,124,Completed,"Influenza, Human"
569,NCT00526513,Sanofi,2007,7,Phase 4,188,Completed,Diabetes Mellitus
570,NCT00529750,Sanofi,2002,7,Phase 4,108,Completed,Hypertension
571,NCT00530348,Sanofi,2007,8,Phase 3,581,Completed,"Multiple Sclerosis, Relapsing-Remitting"
572,NCT00530556,Sanofi,2003,3,Phase 4,170,Completed,Sleep Wake Disorders
573,NCT00531232,Sanofi,2007,9,Phase 2,36,Completed,Myelodysplastic Syndromes
574,NCT00531622,Sanofi,2007,9,Phase 3,643,Completed,Depressive Disorder
575,NCT00532155,Sanofi,2007,9,Phase 3,913,Completed,"Carcinoma, Non-Small-Cell Lung"
576,NCT00534833,Sanofi,2007,9,Phase 3,362,Completed,Hepatitis B
577,NCT00535340,Sanofi,2007,3,Phase 3,55,Terminated,Anxiety Disorders
578,NCT00537095,Sanofi,2007,9,Phase 2,165,"Active, not recruiting",Thyroid Neoplasms
579,NCT00537251,Sanofi,2001,11,Phase 3,80,Completed,"Diabetes Mellitus, Type 1"
580,NCT00537563,Sanofi,2002,12,Phase 3,351,Completed,Maxillary Sinusitis
581,NCT00538018,Sanofi,2003,1,Phase 4,978,Completed,Pneumonia
582,NCT00538148,Sanofi,2002,11,Phase 4,668,Completed,"Bronchitis, Chronic"
583,NCT00539032,Sanofi,2007,9,Phase 3,238,Completed,Meningitis
584,NCT00539448,Sanofi,2007,4,Phase 4,98,Completed,"Diabetes Mellitus, Type 1"
585,NCT00539630,Sanofi,2002,11,Phase 3,86,Completed,"Carcinoma, Squamous Cell"
586,NCT00539669,Sanofi,2003,3,Phase 2,47,Completed,Ovarian Neoplasms
587,NCT00540358,Sanofi,2007,10,Phase 2,123,Completed,Breast Neoplasms
588,NCT00540410,Sanofi,2007,9,Phase 4,366,Completed,Malaria
589,NCT00540709,Sanofi,2002,11,Phase 4,58,Completed,Diabetes Mellitus
590,NCT00540891,Sanofi,2003,2,Phase 3,372,Completed,Prostatic Hyperplasia
591,NCT00542165,Sanofi,2004,3,Phase 4,166,Completed,Hypertrophy
592,NCT00542412,Sanofi,2001,1,Phase 4,414,Completed,Amyotrophic Lateral Sclerosis
593,NCT00542828,Sanofi,2007,10,Phase 2,16,Terminated,Myelodysplastic Syndromes
594,NCT00543972,Sanofi,2007,9,Phase 1,12,Terminated,"Leukemia, Myeloid"
595,NCT00544180,Sanofi,2005,5,Phase 4,7,Terminated,Osteoporosis
596,NCT00545337,Sanofi,2004,9,Phase 3,60,Completed,"Diabetes Mellitus, Type 1"
597,NCT00545454,Sanofi,2007,10,Phase 2,79,Completed,"Arthritis, Rheumatoid"
598,NCT00545701,Sanofi,2007,10,Phase 2,100,Completed,Orthomyxoviridae Infections
599,NCT00546325,Sanofi,2007,10,Phase 3,358,Completed,"Diabetes Mellitus, Type 2"
600,NCT00546676,Sanofi,2004,5,Phase 4,174,Completed,Pneumonia
601,NCT00546702,Sanofi,2004,9,Phase 3,142,Completed,"Diabetes Mellitus, Type 1"
602,NCT00548405,Sanofi,2007,10,Phase 3,840,Completed,"Multiple Sclerosis, Relapsing-Remitting"
603,NCT00549068,Sanofi,2003,2,Phase 4,2433,Completed,"Osteoporosis, Postmenopausal"
604,NCT00549133,Sanofi,2003,10,Phase 4,44,Completed,"Diabetes Mellitus, Type 2"
605,NCT00549185,Sanofi,2007,10,Phase 1,39,Completed,Lymphoma
606,NCT00549939,Sanofi,2007,10,Phase 3,172,Completed,"Urinary Bladder, Neurogenic"
607,NCT00549965,Sanofi,2003,10,Phase 4,202,Completed,"Osteoporosis, Postmenopausal"
608,NCT00551031,Sanofi,2007,10,Phase 2,2098,Completed,"Influenza, Human"
609,NCT00552370,Sanofi,2003,3,Phase 4,5062,Completed,"Diabetes Mellitus, Type 2"
610,NCT00553020,Sanofi,2004,4,Phase 4,16,Completed,"Diabetes Mellitus, Type 2"
611,NCT00554333,Sanofi,2007,10,Phase 3,795,Completed,"Influenza, Human"
